name,country,x,y,geometry,bidding_zone,NUTS_NAME,NUTS_ID
DE0 78,DE,8.177261499999995,47.6783255,POINT (8.177261499999995 47.6783255),1889.0,Baden-Württemberg,DE1
DE0 79,DE,12.9288485,52.5792675,POINT (12.9288485 52.5792675),1892.0,Brandenburg,DE4
DE0 8,DE,9.959793,53.767766,POINT (9.959793 53.767766),1854.0,Schleswig-Holstein,DEF
DE0 80,DE,8.594741999999995,50.6599085,POINT (8.594741999999995 50.6599085),1895.0,Hessen,DE7
DE0 81,DE,11.14563,50.49159,POINT (11.14563 50.49159),1855.0,Thüringen,DEG
DE0 82,DE,12.070541,50.8176225,POINT (12.070541 50.8176225),1855.0,Thüringen,DEG
DE0 83,DE,9.3294525,54.767812,POINT (9.3294525 54.767812),1854.0,Schleswig-Holstein,DEF
DE0 84,DE,9.4866865433801,48.54771617404807,POINT (9.4866865433801 48.54771617404807),1889.0,Baden-Württemberg,DE1
DE0 85,DE,10.252991,53.568045,POINT (10.252991 53.568045),1854.0,Schleswig-Holstein,DEF
DE0 86,DE,9.701892197558392,47.64713039449968,POINT (9.701892197558392 47.64713039449968),1889.0,Baden-Württemberg,DE1
DE0 87,DE,9.54574599999999,49.263324,POINT (9.54574599999999 49.263324),1889.0,Baden-Württemberg,DE1
DE0 88,DE,9.16671799999999,52.531261,POINT (9.16671799999999 52.531261),1870.0,Niedersachsen,DE9
DE0 89,DE,6.9749455000000005,51.088414,POINT (6.9749455000000005 51.088414),1871.0,Nordrhein-Westfalen,DEA
DE0 9,DE,8.12164300000001,53.300518,POINT (8.12164300000001 53.300518),1870.0,Niedersachsen,DE9
DE0 90,DE,8.860474,48.244797,POINT (8.860474 48.244797),1889.0,Baden-Württemberg,DE1
DE0 91,DE,10.784454,49.957405,POINT (10.784454 49.957405),1890.0,Bayern,DE2
DE0 92,DE,7.00378399999999,50.095036,POINT (7.00378399999999 50.095036),1872.0,Rheinland-Pfalz,DEB
DE0 93,DE,9.043682685528095,49.127138666616965,POINT (9.043682685528095 49.127138666616965),1889.0,Baden-Württemberg,DE1
DE0 94,DE,12.382965,51.268789,POINT (12.382965 51.268789),1874.0,Sachsen,DED
DE0 95,DE,8.29330433333333,51.91367066666667,POINT (8.29330433333333 51.91367066666667),1871.0,Nordrhein-Westfalen,DEA
DE0 96,DE,7.789993499999995,49.870245,POINT (7.789993499999995 49.870245),1872.0,Rheinland-Pfalz,DEB
DE0 97,DE,11.306305,49.454735,POINT (11.306305 49.454735),1890.0,Bayern,DE2
DE0 98,DE,11.78009,50.271788,POINT (11.78009 50.271788),1890.0,Bayern,DE2
DE0 99,DE,9.882202,53.443899,POINT (9.882202 53.443899),1894.0,Hamburg,DE6
DK0 0,DK,9.63775599999999,56.469318,POINT (9.63775599999999 56.469318),1856.0,Danmark,DK0
DK0 1,DK,9.465397850744283,55.505923550477405,POINT (9.465397850744283 55.505923550477405),1856.0,Danmark,DK0
DK0 2,DK,10.3072355,55.3954865,POINT (10.3072355 55.3954865),1856.0,Danmark,DK0
DK0 3,DK,9.072418333333331,55.35572166666666,POINT (9.072418333333331 55.35572166666666),1856.0,Danmark,DK0
DK0 4,DK,10.037365818579197,57.058371844915904,POINT (10.037365818579197 57.058371844915904),1856.0,Danmark,DK0
DK0 5,DK,10.1177215,56.1311205,POINT (10.1177215 56.1311205),1856.0,Danmark,DK0
DK3 0,DK,12.263832,55.75715724999999,POINT (12.263832 55.75715724999999),1856.0,Danmark,DK0
DK3 1,DK,11.318665,55.550388,POINT (11.318665 55.550388),1856.0,Danmark,DK0
DK3 2,DK,12.9682187144192,55.027025174942096,POINT (12.9682187144192 55.027025174942096),,,
DK3 3,DK,11.961365,55.446153,POINT (11.961365 55.446153),1856.0,Danmark,DK0
EE6 0,EE,24.853232285714288,58.98031542857144,POINT (24.853232285714288 58.98031542857144),1793.0,Eesti,EE0
EE6 1,EE,27.124344829112182,59.31560638637431,POINT (27.124344829112182 59.31560638637431),1793.0,Eesti,EE0
EE6 2,EE,26.3568875,58.139224,POINT (26.3568875 58.139224),1793.0,Eesti,EE0
ES0 0,ES,2.30994052960909,41.81849607464572,POINT (2.30994052960909 41.81849607464572),1883.0,Este,ES5
ES0 1,ES,-4.287513931567615,40.34969974385292,POINT (-4.287513931567615 40.34969974385292),1860.0,Comunidad de Madrid,ES3
ES0 10,ES,-3.2469386591591074,43.18223794637957,POINT (-3.2469386591591074 43.18223794637957),1912.0,Centro (ES),ES4
ES0 11,ES,-3.4311988536152414,40.80989606878742,POINT (-3.4311988536152414 40.80989606878742),1912.0,Centro (ES),ES4
ES0 12,ES,-0.95405117834354,37.79736622759592,POINT (-0.95405117834354 37.79736622759592),1884.0,Sur,ES6
ES0 13,ES,-4.33297538299878,38.542345438192136,POINT (-4.33297538299878 38.542345438192136),1912.0,Centro (ES),ES4
ES0 14,ES,1.0131192974738472,41.250823674319,POINT (1.0131192974738472 41.250823674319),1883.0,Este,ES5
ES0 15,ES,-6.062398976730598,39.71366825568068,POINT (-6.062398976730598 39.71366825568068),1912.0,Centro (ES),ES4
ES0 16,ES,-7.012023999999995,43.3106825,POINT (-7.012023999999995 43.3106825),1858.0,Noroeste,ES1
ES0 17,ES,-6.898315400000001,37.280153112694094,POINT (-6.898315400000001 37.280153112694094),1884.0,Sur,ES6
ES0 18,ES,-0.2086001463118011,40.21284036063655,POINT (-0.2086001463118011 40.21284036063655),1883.0,Este,ES5
ES0 19,ES,-2.7823331964871465,37.00019841720084,POINT (-2.7823331964871465 37.00019841720084),1884.0,Sur,ES6
ES0 2,ES,-0.7112392764122455,39.06908406048499,POINT (-0.7112392764122455 39.06908406048499),1883.0,Este,ES5
ES0 20,ES,-7.74055475,43.46647325,POINT (-7.74055475 43.46647325),1858.0,Noroeste,ES1
ES0 21,ES,-5.168535306559001,41.60965084660585,POINT (-5.168535306559001 41.60965084660585),1912.0,Centro (ES),ES4
ES0 22,ES,-2.422751797157362,42.24881952617624,POINT (-2.422751797157362 42.24881952617624),1859.0,Noreste,ES2
ES0 23,ES,-6.736678999999995,39.5758865,POINT (-6.736678999999995 39.5758865),1912.0,Centro (ES),ES4
ES0 24,ES,0.1667568571428543,42.306168142857146,POINT (0.1667568571428543 42.306168142857146),1859.0,Noreste,ES2
ES0 25,ES,-5.928850532414833,36.68223371846308,POINT (-5.928850532414833 36.68223371846308),1884.0,Sur,ES6
ES0 26,ES,-4.010810326373378,39.47091826125483,POINT (-4.010810326373378 39.47091826125483),1912.0,Centro (ES),ES4
ES0 27,ES,-5.640106000000007,36.214344,POINT (-5.640106000000007 36.214344),1884.0,Sur,ES6
ES0 28,ES,-2.227478,41.1777435,POINT (-2.227478 41.1777435),1912.0,Centro (ES),ES4
ES0 29,ES,-7.090996348146583,42.22887421349256,POINT (-7.090996348146583 42.22887421349256),1858.0,Noroeste,ES1
ES0 3,ES,-5.136830683885926,36.59411706487155,POINT (-5.136830683885926 36.59411706487155),1884.0,Sur,ES6
ES0 30,ES,1.89784463405228,41.44473402285876,POINT (1.89784463405228 41.44473402285876),1883.0,Este,ES5
ES0 31,ES,-1.519057787069155,42.625100788424106,POINT (-1.519057787069155 42.625100788424106),1859.0,Noreste,ES2
ES0 32,ES,-4.199807980728224,37.12805952640888,POINT (-4.199807980728224 37.12805952640888),1884.0,Sur,ES6
ES0 33,ES,-6.628051799999996,41.026685,POINT (-6.628051799999996 41.026685),1912.0,Centro (ES),ES4
ES0 34,ES,-4.257171584136024,42.5159121877918,POINT (-4.257171584136024 42.5159121877918),1912.0,Centro (ES),ES4
ES0 35,ES,-2.352919734921916,40.28775610036991,POINT (-2.352919734921916 40.28775610036991),1912.0,Centro (ES),ES4
ES0 36,ES,-5.848908672562106,37.39343945572017,POINT (-5.848908672562106 37.39343945572017),1884.0,Sur,ES6
ES0 37,ES,-8.642055519959655,43.05945905104571,POINT (-8.642055519959655 43.05945905104571),1858.0,Noroeste,ES1
ES0 38,ES,-3.2337896649662654,39.99391871878953,POINT (-3.2337896649662654 39.99391871878953),1912.0,Centro (ES),ES4
ES0 39,ES,-0.4809936451271855,39.4944843456739,POINT (-0.4809936451271855 39.4944843456739),1883.0,Este,ES5
ES0 4,ES,-8.163963503027757,42.36277778057736,POINT (-8.163963503027757 42.36277778057736),1858.0,Noroeste,ES1
ES0 40,ES,0.4514467716680035,41.206268323350734,POINT (0.4514467716680035 41.206268323350734),1883.0,Este,ES5
ES0 41,ES,-3.478068880455628,39.10138760211736,POINT (-3.478068880455628 39.10138760211736),1912.0,Centro (ES),ES4
ES0 42,ES,-5.062011786017206,37.77800553276213,POINT (-5.062011786017206 37.77800553276213),1884.0,Sur,ES6
ES0 43,ES,-5.096847019743948,40.40164093578298,POINT (-5.096847019743948 40.40164093578298),1912.0,Centro (ES),ES4
ES0 44,ES,0.9309350092774048,42.24187897678196,POINT (0.9309350092774048 42.24187897678196),1883.0,Este,ES5
ES0 45,ES,-6.049693288162474,43.13253149078073,POINT (-6.049693288162474 43.13253149078073),1858.0,Noroeste,ES1
ES0 46,ES,-1.7132572896279978,41.863398683144446,POINT (-1.7132572896279978 41.863398683144446),1859.0,Noreste,ES2
ES0 47,ES,-1.807250999999995,38.9043015,POINT (-1.807250999999995 38.9043015),1912.0,Centro (ES),ES4
ES0 48,ES,-6.565491884924914,42.52902855218388,POINT (-6.565491884924914 42.52902855218388),1912.0,Centro (ES),ES4
ES0 49,ES,-4.507493479772925,39.87505439429222,POINT (-4.507493479772925 39.87505439429222),1912.0,Centro (ES),ES4
ES0 5,ES,-2.67581402072753,43.04485776822739,POINT (-2.67581402072753 43.04485776822739),1859.0,Noreste,ES2
ES0 50,ES,-3.9418296189636113,43.20014213423595,POINT (-3.9418296189636113 43.20014213423595),1858.0,Noroeste,ES1
ES0 51,ES,-0.6582598765066692,38.44035571139769,POINT (-0.6582598765066692 38.44035571139769),1883.0,Este,ES5
ES0 52,ES,-1.528135124465263,37.69611703777536,POINT (-1.528135124465263 37.69611703777536),1884.0,Sur,ES6
ES0 53,ES,-3.356546360432827,42.71169478401196,POINT (-3.356546360432827 42.71169478401196),1912.0,Centro (ES),ES4
ES0 54,ES,-5.23532875,39.53452875,POINT (-5.23532875 39.53452875),1912.0,Centro (ES),ES4
ES0 55,ES,2.954070760939468,42.034058405754735,POINT (2.954070760939468 42.034058405754735),1883.0,Este,ES5
ES0 56,ES,-4.634317202547607,36.79847248360847,POINT (-4.634317202547607 36.79847248360847),1884.0,Sur,ES6
ES0 57,ES,-3.793786720550596,40.0185884835872,POINT (-3.793786720550596 40.0185884835872),1912.0,Centro (ES),ES4
ES0 58,ES,-0.7859847108222761,41.92667168831114,POINT (-0.7859847108222761 41.92667168831114),1859.0,Noreste,ES2
ES0 59,ES,1.9986957738885305,41.8441212782938,POINT (1.9986957738885305 41.8441212782938),1883.0,Este,ES5
ES0 6,ES,-5.861653667003039,41.566551112382605,POINT (-5.861653667003039 41.566551112382605),1912.0,Centro (ES),ES4
ES0 60,ES,-1.135967609683454,38.65893481057628,POINT (-1.135967609683454 38.65893481057628),1884.0,Sur,ES6
ES0 61,ES,1.499421404074343,41.49804417974474,POINT (1.499421404074343 41.49804417974474),1883.0,Este,ES5
ES0 62,ES,-7.488556,39.623673,POINT (-7.488556 39.623673),1912.0,Centro (ES),ES4
ES0 63,ES,-4.08416733333334,37.94483266666666,POINT (-4.08416733333334 37.94483266666666),1884.0,Sur,ES6
ES0 64,ES,-4.871062999999997,43.02097733333333,POINT (-4.871062999999997 43.02097733333333),1912.0,Centro (ES),ES4
ES0 65,ES,-7.647728659976372,42.63265424113581,POINT (-7.647728659976372 42.63265424113581),1858.0,Noroeste,ES1
ES0 66,ES,-4.0010691377260645,40.89215014218376,POINT (-4.0010691377260645 40.89215014218376),1912.0,Centro (ES),ES4
ES0 67,ES,-1.90612799999999,37.002553,POINT (-1.90612799999999 37.002553),1884.0,Sur,ES6
ES0 68,ES,-0.9166716250000008,41.094171,POINT (-0.9166716250000008 41.094171),1859.0,Noreste,ES2
ES0 69,ES,-1.43856855005266,39.56925734344525,POINT (-1.43856855005266 39.56925734344525),1883.0,Este,ES5
ES0 7,ES,-0.4312692281884969,41.25761047839256,POINT (-0.4312692281884969 41.25761047839256),1859.0,Noreste,ES2
ES0 70,ES,-2.814258031378767,40.41511117973912,POINT (-2.814258031378767 40.41511117973912),1912.0,Centro (ES),ES4
ES0 71,ES,-3.473633384441184,36.97280230849636,POINT (-3.473633384441184 36.97280230849636),1884.0,Sur,ES6
ES0 72,ES,-4.87344336136592,42.02474377292923,POINT (-4.87344336136592 42.02474377292923),1912.0,Centro (ES),ES4
ES0 73,ES,-0.3975680000000025,42.539893,POINT (-0.3975680000000025 42.539893),1859.0,Noreste,ES2
ES0 74,ES,-2.09747333333333,43.21978533333333,POINT (-2.09747333333333 43.21978533333333),1859.0,Noreste,ES2
ES0 75,ES,-8.537369713747955,42.27036257088677,POINT (-8.537369713747955 42.27036257088677),1858.0,Noroeste,ES1
ES0 76,ES,-2.3419040399262414,39.68554326901768,POINT (-2.3419040399262414 39.68554326901768),1912.0,Centro (ES),ES4
ES0 8,ES,-6.76606933248585,38.519847575404974,POINT (-6.76606933248585 38.519847575404974),1912.0,Centro (ES),ES4
ES0 9,ES,-5.289917000000004,43.2511225,POINT (-5.289917000000004 43.2511225),1858.0,Noroeste,ES1
ES2 0,ES,2.6683044999999974,39.6508655,POINT (2.6683044999999974 39.6508655),1883.0,Este,ES5
ES2 1,ES,3.02124000000001,39.761047,POINT (3.02124000000001 39.761047),1883.0,Este,ES5
FI3 0,FI,25.207672,63.95063,POINT (25.207672 63.95063),1913.0,Manner-Suomi,FI1
FI3 1,FI,24.95853425,60.37304225,POINT (24.95853425 60.37304225),1913.0,Manner-Suomi,FI1
FI3 10,FI,27.766571,62.262171,POINT (27.766571 62.262171),1913.0,Manner-Suomi,FI1
FI3 11,FI,23.047943,63.797649,POINT (23.047943 63.797649),1913.0,Manner-Suomi,FI1
FI3 12,FI,25.5658725,66.3495465,POINT (25.5658725 66.3495465),1913.0,Manner-Suomi,FI1
FI3 13,FI,26.030731,62.340686,POINT (26.030731 62.340686),1913.0,Manner-Suomi,FI1
FI3 14,FI,24.285278,62.977069,POINT (24.285278 62.977069),1913.0,Manner-Suomi,FI1
FI3 15,FI,25.9101562,65.00974880000001,POINT (25.9101562 65.00974880000001),1913.0,Manner-Suomi,FI1
FI3 16,FI,27.917633,60.894381,POINT (27.917633 60.894381),1913.0,Manner-Suomi,FI1
FI3 17,FI,22.267227,62.910296,POINT (22.267227 62.910296),1913.0,Manner-Suomi,FI1
FI3 18,FI,23.578033,60.830858,POINT (23.578033 60.830858),1913.0,Manner-Suomi,FI1
FI3 19,FI,24.24408,64.286335,POINT (24.24408 64.286335),1913.0,Manner-Suomi,FI1
FI3 2,FI,26.767730333333333,67.47887033333332,POINT (26.767730333333333 67.47887033333332),1913.0,Manner-Suomi,FI1
FI3 20,FI,22.82135,61.179667,POINT (22.82135 61.179667),1913.0,Manner-Suomi,FI1
FI3 21,FI,22.6853945,60.442562,POINT (22.6853945 60.442562),1913.0,Manner-Suomi,FI1
FI3 22,FI,26.043091,60.48603566666666,POINT (26.043091 60.48603566666666),1913.0,Manner-Suomi,FI1
FI3 23,FI,27.203522,64.102206,POINT (27.203522 64.102206),1913.0,Manner-Suomi,FI1
FI3 24,FI,27.585297,63.155595,POINT (27.585297 63.155595),1913.0,Manner-Suomi,FI1
FI3 25,FI,25.085907,67.498585,POINT (25.085907 67.498585),1913.0,Manner-Suomi,FI1
FI3 26,FI,25.0364685,61.3812855,POINT (25.0364685 61.3812855),1913.0,Manner-Suomi,FI1
FI3 27,FI,21.603241,62.184732,POINT (21.603241 62.184732),1913.0,Manner-Suomi,FI1
FI3 3,FI,21.725921666666665,61.27492900000001,POINT (21.725921666666665 61.27492900000001),1913.0,Manner-Suomi,FI1
FI3 4,FI,26.995697,61.030870666666665,POINT (26.995697 61.030870666666665),1913.0,Manner-Suomi,FI1
FI3 5,FI,26.648712,64.6331845,POINT (26.648712 64.6331845),1913.0,Manner-Suomi,FI1
FI3 6,FI,24.2427065,61.427476,POINT (24.2427065 61.427476),1913.0,Manner-Suomi,FI1
FI3 7,FI,24.612122,65.877531,POINT (24.612122 65.877531),1913.0,Manner-Suomi,FI1
FI3 8,FI,27.029114,66.33089,POINT (27.029114 66.33089),1913.0,Manner-Suomi,FI1
FI3 9,FI,24.136505,60.28018933333334,POINT (24.136505 60.28018933333334),1913.0,Manner-Suomi,FI1
FR0 0,FR,5.7028199999999964,45.156858,POINT (5.7028199999999964 45.156858),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 1,FR,1.8611527500000025,48.83795525000001,POINT (1.8611527500000025 48.83795525000001),1887.0,Ile-de-France,FR1
FR0 10,FR,2.243728500000002,50.90741599999999,POINT (2.243728500000002 50.90741599999999),1801.0,Hauts-de-France,FRE
FR0 100,FR,-0.6683349999999987,44.62756533333334,POINT (-0.6683349999999987 44.62756533333334),1805.0,Nouvelle-Aquitaine,FRI
FR0 101,FR,0.429839999999997,49.5055656,POINT (0.429839999999997 49.5055656),1882.0,Normandie,FRD
FR0 102,FR,6.107025,47.476939,POINT (6.107025 47.476939),1915.0,Bourgogne-Franche-Comté,FRC
FR0 103,FR,5.096869492384037,43.39119521266776,POINT (5.096869492384037 43.39119521266776),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 104,FR,4.833297666666663,49.964695506078726,POINT (4.833297666666663 49.964695506078726),1864.0,Région wallonne,BE3
FR0 105,FR,0.067978000000003,47.2452015,POINT (0.067978000000003 47.2452015),1803.0,Pays de la Loire,FRG
FR0 106,FR,2.534408500000005,49.07712575,POINT (2.534408500000005 49.07712575),1887.0,Ile-de-France,FR1
FR0 107,FR,0.699691499999996,44.950667,POINT (0.699691499999996 44.950667),1805.0,Nouvelle-Aquitaine,FRI
FR0 108,FR,3.111499133402996,44.9014297637056,POINT (3.111499133402996 44.9014297637056),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 109,FR,2.35244799999999,45.426407,POINT (2.35244799999999 45.426407),1805.0,Nouvelle-Aquitaine,FRI
FR0 11,FR,2.44445799999999,47.037374,POINT (2.44445799999999 47.037374),1914.0,Centre — Val de Loire,FRB
FR0 110,FR,-1.6661452499999974,48.047507,POINT (-1.6661452499999974 48.047507),1804.0,Bretagne,FRH
FR0 111,FR,2.245331,44.558185,POINT (2.245331 44.558185),1806.0,Occitanie,FRJ
FR0 112,FR,4.562888717865804,43.86168543646448,POINT (4.562888717865804 43.86168543646448),1806.0,Occitanie,FRJ
FR0 113,FR,2.730789,46.322749,POINT (2.730789 46.322749),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 114,FR,3.803624031462173,49.3019006108031,POINT (3.803624031462173 49.3019006108031),1802.0,Grand Est,FRF
FR0 115,FR,3.0741120000000004,43.491706,POINT (3.0741120000000004 43.491706),1806.0,Occitanie,FRJ
FR0 116,FR,1.75128925,49.913745500000005,POINT (1.75128925 49.913745500000005),1801.0,Hauts-de-France,FRE
FR0 117,FR,6.0269624,43.25902624830478,POINT (6.0269624 43.25902624830478),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 118,FR,-0.528717000000008,45.612116,POINT (-0.528717000000008 45.612116),1805.0,Nouvelle-Aquitaine,FRI
FR0 119,FR,4.83810399999999,47.297388,POINT (4.83810399999999 47.297388),1915.0,Bourgogne-Franche-Comté,FRC
FR0 12,FR,6.60049433333333,45.185263,POINT (6.60049433333333 45.185263),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 120,FR,3.605232249999993,48.4200335,POINT (3.605232249999993 48.4200335),1802.0,Grand Est,FRF
FR0 121,FR,3.795090000000005,45.0642925,POINT (3.795090000000005 45.0642925),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 122,FR,5.460479800000002,43.3574751,POINT (5.460479800000002 43.3574751),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 123,FR,-0.469665999999999,48.718149,POINT (-0.469665999999999 48.718149),1882.0,Normandie,FRD
FR0 124,FR,4.12811299999999,46.572079,POINT (4.12811299999999 46.572079),1915.0,Bourgogne-Franche-Comté,FRC
FR0 125,FR,0.5964660000000003,46.68042533333334,POINT (0.5964660000000003 46.68042533333334),1805.0,Nouvelle-Aquitaine,FRI
FR0 126,FR,0.823287999999998,44.1072445,POINT (0.823287999999998 44.1072445),1806.0,Occitanie,FRJ
FR0 127,FR,-0.0123599999999927,48.621109,POINT (-0.0123599999999927 48.621109),1882.0,Normandie,FRD
FR0 128,FR,6.936492666666664,48.16546066666666,POINT (6.936492666666664 48.16546066666666),1802.0,Grand Est,FRF
FR0 129,FR,5.065555624999997,45.73417412499999,POINT (5.065555624999997 45.73417412499999),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 13,FR,6.157837000000005,43.753737,POINT (6.157837000000005 43.753737),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 130,FR,-0.57952900000001,46.639065,POINT (-0.57952900000001 46.639065),1805.0,Nouvelle-Aquitaine,FRI
FR0 131,FR,5.834937012506001,43.71913978856052,POINT (5.834937012506001 43.71913978856052),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 132,FR,4.370498499999995,47.7466475,POINT (4.370498499999995 47.7466475),1915.0,Bourgogne-Franche-Comté,FRC
FR0 133,FR,5.625000249999995,49.40888375,POINT (5.625000249999995 49.40888375),1802.0,Grand Est,FRF
FR0 134,FR,4.570214853287015,46.6522463579295,POINT (4.570214853287015 46.6522463579295),1915.0,Bourgogne-Franche-Comté,FRC
FR0 135,FR,6.781997499999995,45.98736,POINT (6.781997499999995 45.98736),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 136,FR,5.60577399999999,44.954109,POINT (5.60577399999999 44.954109),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 137,FR,5.629119999999997,46.9098645,POINT (5.629119999999997 46.9098645),1915.0,Bourgogne-Franche-Comté,FRC
FR0 138,FR,6.112060666666664,49.217284,POINT (6.112060666666664 49.217284),1802.0,Grand Est,FRF
FR0 139,FR,6.276969750000008,46.01610925,POINT (6.276969750000008 46.01610925),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 14,FR,-1.19613599999999,48.537522,POINT (-1.19613599999999 48.537522),1882.0,Normandie,FRD
FR0 140,FR,5.041279204034503,48.26492237087731,POINT (5.041279204034503 48.26492237087731),1802.0,Grand Est,FRF
FR0 141,FR,-1.5584819482688437,47.21989714218015,POINT (-1.5584819482688437 47.21989714218015),1803.0,Pays de la Loire,FRG
FR0 142,FR,1.224975500000005,47.6348555,POINT (1.224975500000005 47.6348555),1914.0,Centre — Val de Loire,FRB
FR0 143,FR,2.788330199999998,47.7113174,POINT (2.788330199999998 47.7113174),1914.0,Centre — Val de Loire,FRB
FR0 144,FR,1.8544003333333328,47.71834266666667,POINT (1.8544003333333328 47.71834266666667),1914.0,Centre — Val de Loire,FRB
FR0 145,FR,4.949929428571428,43.90448100000001,POINT (4.949929428571428 43.90448100000001),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 146,FR,6.03630050000001,48.599634,POINT (6.03630050000001 48.599634),1802.0,Grand Est,FRF
FR0 147,FR,2.898618156685765,50.57631943943334,POINT (2.898618156685765 50.57631943943334),1801.0,Hauts-de-France,FRE
FR0 148,FR,1.5641785,49.005131,POINT (1.5641785 49.005131),1887.0,Ile-de-France,FR1
FR0 149,FR,-3.900146499999994,47.966914,POINT (-3.900146499999994 47.966914),1804.0,Bretagne,FRH
FR0 15,FR,0.1119230000000017,46.553323,POINT (0.1119230000000017 46.553323),1805.0,Nouvelle-Aquitaine,FRI
FR0 150,FR,7.463532872440357,48.20238046301081,POINT (7.463532872440357 48.20238046301081),1802.0,Grand Est,FRF
FR0 151,FR,1.2075803333333337,43.489442,POINT (1.2075803333333337 43.489442),1806.0,Occitanie,FRJ
FR0 152,FR,0.560302999999993,48.290503,POINT (0.560302999999993 48.290503),1882.0,Normandie,FRD
FR0 153,FR,5.196182453031336,43.55805107229624,POINT (5.196182453031336 43.55805107229624),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 154,FR,1.604003666666663,43.49242566666667,POINT (1.604003666666663 43.49242566666667),1806.0,Occitanie,FRJ
FR0 16,FR,3.897278550737183,50.1124724465541,POINT (3.897278550737183 50.1124724465541),1801.0,Hauts-de-France,FRE
FR0 17,FR,7.321014571428573,47.778212,POINT (7.321014571428573 47.778212),1802.0,Grand Est,FRF
FR0 18,FR,-4.153518499999995,48.448305,POINT (-4.153518499999995 48.448305),1804.0,Bretagne,FRH
FR0 19,FR,-0.0535579999999944,42.824617,POINT (-0.0535579999999944 42.824617),1806.0,Occitanie,FRJ
FR0 2,FR,2.088778689973905,45.18107678485785,POINT (2.088778689973905 45.18107678485785),1805.0,Nouvelle-Aquitaine,FRI
FR0 20,FR,2.848377249999994,48.847367375000005,POINT (2.848377249999994 48.847367375000005),1887.0,Ile-de-France,FR1
FR0 21,FR,3.9619445,44.051517,POINT (3.9619445 44.051517),1806.0,Occitanie,FRJ
FR0 22,FR,0.3083040000000044,47.9797585,POINT (0.3083040000000044 47.9797585),1803.0,Pays de la Loire,FRG
FR0 23,FR,5.867729249999995,46.02299,POINT (5.867729249999995 46.02299),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 24,FR,3.27941899999999,46.2492,POINT (3.27941899999999 46.2492),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 25,FR,2.71957433333334,44.67559866666667,POINT (2.71957433333334 44.67559866666667),1806.0,Occitanie,FRJ
FR0 26,FR,6.70166016666667,48.96829399999999,POINT (6.70166016666667 48.96829399999999),1802.0,Grand Est,FRF
FR0 27,FR,6.740112199999999,43.5502832,POINT (6.740112199999999 43.5502832),1896.0,Provence-Alpes-Côte d’Azur,FRL
FR0 28,FR,4.472808666666663,49.717683,POINT (4.472808666666663 49.717683),1802.0,Grand Est,FRF
FR0 29,FR,3.334545108540764,50.24406111551184,POINT (3.334545108540764 50.24406111551184),1801.0,Hauts-de-France,FRE
FR0 3,FR,6.19355131871131,48.838869981726354,POINT (6.19355131871131 48.838869981726354),1802.0,Grand Est,FRF
FR0 30,FR,-0.3741293213300639,44.98011159070607,POINT (-0.3741293213300639 44.98011159070607),1805.0,Nouvelle-Aquitaine,FRI
FR0 31,FR,-0.575409000000004,43.345155,POINT (-0.575409000000004 43.345155),1805.0,Nouvelle-Aquitaine,FRI
FR0 32,FR,1.010733012825561,49.44725020489454,POINT (1.010733012825561 49.44725020489454),1882.0,Normandie,FRD
FR0 33,FR,-0.1966096666666623,49.13677766666667,POINT (-0.1966096666666623 49.13677766666667),1882.0,Normandie,FRD
FR0 34,FR,4.99328600000001,46.740802,POINT (4.99328600000001 46.740802),1915.0,Bourgogne-Franche-Comté,FRC
FR0 35,FR,3.859142236278167,47.7517671564663,POINT (3.859142236278167 47.7517671564663),1915.0,Bourgogne-Franche-Comté,FRC
FR0 36,FR,2.75207499999999,42.695558,POINT (2.75207499999999 42.695558),1806.0,Occitanie,FRJ
FR0 37,FR,4.34612275,45.35230875,POINT (4.34612275 45.35230875),1807.0,Auvergne-Rhône-Alpes,FRK
FR0 38,FR,1.3522340000000037,43.76206533333333,POINT (1.3522340000000037 43.76206533333333),1806.0,Occitanie,FRJ
FR0 39,FR,7.510529501258508,48.64205430196247,POINT (7.510529501258508 48.64205430196247),1802.0,Grand Est,FRF
FR0 4,FR,-1.92082742898998,47.37678645093755,POINT (-1.92082742898998 47.37678645093755),1803.0,Pays de la Loire,FRG
FR0 40,FR,-0.93727149999999,46.0488345,POINT (-0.93727149999999 46.0488345),1805.0,Nouvelle-Aquitaine,FRI
