,index,name,country_y,LON,LAT,geometry_y,bidding_zone_y,NUTS_NAME,NUTS_ID
476,476,SE3 0,SE,18009613.0,60117479,POINT (18009613 60117479),SE3,Östra Sverige,SE1
477,477,SE3 1,SE,2141304.0,655487335,POINT (2141304 655487335),SE1,Norra Sverige,SE3
478,478,SE3 10,SE,13057938.0,5576266,POINT (13057938 5576266),SE4,Södra Sverige,SE2
479,479,SE3 11,SE,15971375.0,59497394,POINT (15971375 59497394),SE3,Östra Sverige,SE1
480,480,SE3 12,SE,163977815.0,603785745,POINT (163977815 603785745),SE3,Norra Sverige,SE3
481,481,SE3 13,SE,160775299.0,626485039,POINT (160775299 626485039),SE2,Norra Sverige,SE3
482,482,SE3 14,SE,123024902.0,579009162,POINT (123024902 579009162),SE3,Södra Sverige,SE2
483,483,SE3 15,SE,129776.0,59337392,POINT (129776 59337392),SE3,Norra Sverige,SE3
484,484,SE3 16,SE,19029694.0,64440225,POINT (19029694 64440225),SE2,Norra Sverige,SE3
485,485,SE3 17,SE,153032685.0,60378758,POINT (153032685 60378758),SE3,Norra Sverige,SE3
486,486,SE3 18,SE,16659393.0,5743682,POINT (16659393 5743682),SE4,Södra Sverige,SE2
487,487,SE3 19,SE,1572138992.0,6550954663,POINT (1572138992 6550954663),SE2,Norra Sverige,SE3
488,488,SE3 2,SE,115821075.0,5883930476,POINT (115821075 5883930476),SE3,Södra Sverige,SE2
489,489,SE3 20,SE,15542908.0,56649432,POINT (15542908 56649432),SE4,Södra Sverige,SE2
490,490,SE3 21,SE,2008045757.0,6674278157,POINT (2008045757 6674278157),SE1,Norra Sverige,SE3
491,491,SE3 22,SE,15180359.0,5923032667,POINT (15180359 5923032667),SE3,Östra Sverige,SE1
492,492,SE3 23,SE,17273254.0,594696425,POINT (17273254 594696425),SE3,Östra Sverige,SE1
493,493,SE3 24,SE,1452026367.0,5785350133,POINT (1452026367 5785350133),SE3,Södra Sverige,SE2
494,494,SE3 25,SE,16871338.0,6355562978,POINT (16871338 6355562978),SE2,Norra Sverige,SE3
495,495,SE3 26,SE,18621826.0,59955492,POINT (18621826 59955492),SE3,Östra Sverige,SE1
496,496,SE3 27,SE,18242798.0,63401361,POINT (18242798 63401361),SE2,Norra Sverige,SE3
497,497,SE3 28,SE,13412933.0,5753868,POINT (13412933 5753868),SE3,Södra Sverige,SE2
498,498,SE3 29,SE,15935669.0,5862108633,POINT (15935669 5862108633),SE3,Östra Sverige,SE1
499,499,SE3 3,SE,1698662886.0,6309515686,POINT (1698662886 6309515686),SE2,Norra Sverige,SE3
500,500,SE3 30,SE,1440033.0,56809901,POINT (1440033 56809901),SE4,Södra Sverige,SE2
501,501,SE3 31,SE,170351258.0,624815808,POINT (170351258 624815808),SE2,Norra Sverige,SE3
502,502,SE3 32,SE,1611042025.0,616900245,POINT (1611042025 616900245),SE2,Norra Sverige,SE3
503,503,SE3 33,SE,165241245.0,595993345,POINT (165241245 595993345),SE3,Östra Sverige,SE1
504,504,SE3 34,SE,12984467.0,56160083,POINT (12984467 56160083),SE4,Södra Sverige,SE2
505,505,SE3 35,SE,23071289.0,65938074,POINT (23071289 65938074),SE1,Norra Sverige,SE3
506,506,SE3 36,SE,125183716.0,573831718,POINT (125183716 573831718),SE3,Södra Sverige,SE2
507,507,SE3 37,SE,170069734.0,607753292,POINT (170069734 607753292),SE3,Norra Sverige,SE3
508,508,SE3 38,SE,1574684117.0,6334457583,POINT (1574684117 6334457583),SE2,Norra Sverige,SE3
509,509,SE3 39,SE,16660767.0,58985406,POINT (16660767 58985406),SE3,Östra Sverige,SE1
510,510,SE3 4,SE,181796265.0,67551535,POINT (181796265 67551535),SE1,Norra Sverige,SE3
511,511,SE3 40,SE,13878479.0,5856109,POINT (13878479 5856109),SE3,Södra Sverige,SE2
512,512,SE3 41,SE,179530335.0,59271384,POINT (179530335 59271384),SE3,Östra Sverige,SE1
513,513,SE3 42,SE,13580475.0,5586067,POINT (13580475 5586067),SE4,Södra Sverige,SE2
514,514,SE3 43,SE,13548889.0,63340718,POINT (13548889 63340718),SE2,Norra Sverige,SE3
515,515,SE3 44,SE,17539673.0,64996778,POINT (17539673 64996778),SE2,Norra Sverige,SE3
516,516,SE3 5,SE,15194092.0,58284952,POINT (15194092 58284952),SE3,Östra Sverige,SE1
517,517,SE3 6,SE,147481155.0,62679472,POINT (147481155 62679472),SE2,Norra Sverige,SE3
518,518,SE3 7,SE,14797211.0,562501415,POINT (14797211 562501415),SE4,Södra Sverige,SE2
519,519,SE3 8,SE,19801483.0,6462200133,POINT (19801483 6462200133),SE2,Norra Sverige,SE3
520,520,SE3 9,SE,12566986.0,63361982,POINT (12566986 63361982),SE2,Norra Sverige,SE3
