,p_nom_max,weight,p_nom,capital_cost,carrier,efficiency,co2_fac,p_nom_extendable,bus,marginal_cost,control,p_nom_opt,type,p_nom_min,p_min_pu,p_max_pu,p_set,q_set,sign,build_year,lifetime,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,index,old_index,country,bidding_zone
660,2988.692891,265.894445,0.0,55064.07142,solar,1.0,0.0,True,DE0 3,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,132,DE0 3,DE,DE
661,1809.923952,291.7356752,0.0,109295.5693,onwind,1.0,0.0,True,DE0 30,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,133,DE0 30,DE,DE
662,inf,3.536,3.536,270940.7153,ror,0.9,0.0,False,DE0 30,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,133,DE0 30,DE,DE
663,1445.783176,135.2503833,0.0,55064.07142,solar,1.0,0.0,True,DE0 30,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,133,DE0 30,DE,DE
664,inf,0.0,157.0,0.0,CCGT,0.5,0.2052,False,DE0 31,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
665,inf,0.0,52.8,0.0,OCGT,0.39,0.2052,False,DE0 31,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
666,inf,0.0,22.0,0.0,biomass,0.468,0.0,False,DE0 31,14.95726496,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
667,inf,0.0,119.0,0.0,coal,0.464,0.3384,False,DE0 31,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
668,6913.130009,1760.683335,0.0,109295.5693,onwind,1.0,0.0,True,DE0 31,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
669,inf,29.9,29.9,270940.7153,ror,0.9,0.0,False,DE0 31,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
670,5858.163033,526.9150595,0.0,55064.07142,solar,1.0,0.0,True,DE0 31,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,134,DE0 31,DE,DE
671,inf,0.0,13.3,0.0,OCGT,0.39,0.2052,False,DE0 32,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,135,DE0 32,DE,DE
672,6767.648092,913.7922765,0.0,109295.5693,onwind,1.0,0.0,True,DE0 32,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,135,DE0 32,DE,DE
673,inf,27.672,27.672,270940.7153,ror,0.9,0.0,False,DE0 32,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,135,DE0 32,DE,DE
674,3340.49021,321.0012399,0.0,55064.07142,solar,1.0,0.0,True,DE0 32,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,135,DE0 32,DE,DE
675,inf,0.0,69.0,0.0,CCGT,0.5,0.2052,False,DE0 33,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,136,DE0 33,DE,DE
676,inf,0.0,72.0,0.0,OCGT,0.39,0.2052,False,DE0 33,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,136,DE0 33,DE,DE
677,2802.224206,524.7860601,0.0,109295.5693,onwind,1.0,0.0,True,DE0 33,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,136,DE0 33,DE,DE
678,inf,1.265,1.265,270940.7153,ror,0.9,0.0,False,DE0 33,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,136,DE0 33,DE,DE
679,1277.87089,113.5303694,0.0,55064.07142,solar,1.0,0.0,True,DE0 33,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,136,DE0 33,DE,DE
680,inf,0.0,21.5,0.0,OCGT,0.39,0.2052,False,DE0 34,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,137,DE0 34,DE,DE
681,inf,0.0,323.0,0.0,coal,0.464,0.3384,False,DE0 34,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,137,DE0 34,DE,DE
682,2636.637321,1076.65063,0.0,199689.2983,offwind-ac,1.0,0.0,True,DE0 34,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,137,DE0 34,DE,DE
683,inf,0.0,87.0,0.0,oil,0.393,0.36,False,DE0 34,130.2264631,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,137,DE0 34,DE,DE
684,6108.436391,2095.221227,0.0,109295.5693,onwind,1.0,0.0,True,DE0 34,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,137,DE0 34,DE,DE
685,4875.601352,442.2979837,0.0,55064.07142,solar,1.0,0.0,True,DE0 34,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,137,DE0 34,DE,DE
686,4370.286966,970.4766263,0.0,109295.5693,onwind,1.0,0.0,True,DE0 35,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,138,DE0 35,DE,DE
687,inf,24.7,24.7,270940.7153,ror,0.9,0.0,False,DE0 35,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,138,DE0 35,DE,DE
688,2210.120293,202.4838022,0.0,55064.07142,solar,1.0,0.0,True,DE0 35,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,138,DE0 35,DE,DE
689,inf,0.0,394.2,0.0,CCGT,0.5,0.2052,False,DE0 36,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
690,inf,0.0,105.0,0.0,OCGT,0.39,0.2052,False,DE0 36,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
691,inf,0.0,90.3,0.0,biomass,0.468,0.0,False,DE0 36,14.95726496,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
692,inf,0.0,1377.9,0.0,coal,0.464,0.3384,False,DE0 36,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
693,inf,0.0,70.0,0.0,oil,0.393,0.36,False,DE0 36,130.2264631,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
694,1243.982991,196.0345444,0.0,109295.5693,onwind,1.0,0.0,True,DE0 36,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
695,inf,2.031,2.031,270940.7153,ror,0.9,0.0,False,DE0 36,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
696,1423.487984,139.686102,0.0,55064.07142,solar,1.0,0.0,True,DE0 36,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,139,DE0 36,DE,DE
697,4813.20896,737.0497001,0.0,109295.5693,onwind,1.0,0.0,True,DE0 37,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,140,DE0 37,DE,DE
698,inf,0.4935,0.4935,270940.7153,ror,0.9,0.0,False,DE0 37,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,140,DE0 37,DE,DE
699,2800.426126,260.9170136,0.0,55064.07142,solar,1.0,0.0,True,DE0 37,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,140,DE0 37,DE,DE
700,inf,0.0,444.0,0.0,CCGT,0.5,0.2052,False,DE0 38,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,141,DE0 38,DE,DE
701,inf,0.0,384.8,0.0,OCGT,0.39,0.2052,False,DE0 38,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,141,DE0 38,DE,DE
702,inf,0.0,777.0,0.0,coal,0.464,0.3384,False,DE0 38,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,141,DE0 38,DE,DE
703,inf,0.0,218.0,0.0,oil,0.393,0.36,False,DE0 38,130.2264631,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,141,DE0 38,DE,DE
704,114.4863294,24.32847,0.0,109295.5693,onwind,1.0,0.0,True,DE0 38,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,141,DE0 38,DE,DE
705,843.3502184,77.46931972,0.0,55064.07142,solar,1.0,0.0,True,DE0 38,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,141,DE0 38,DE,DE
706,inf,0.0,108.0,0.0,CCGT,0.5,0.2052,False,DE0 39,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,142,DE0 39,DE,DE
707,inf,0.0,514.0,0.0,coal,0.464,0.3384,False,DE0 39,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,142,DE0 39,DE,DE
708,4353.914253,1886.761649,0.0,199798.6398,offwind-ac,1.0,0.0,True,DE0 39,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,142,DE0 39,DE,DE
709,2964.847423,1032.033279,0.0,109295.5693,onwind,1.0,0.0,True,DE0 39,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,142,DE0 39,DE,DE
710,2765.125582,259.6796424,0.0,55064.07142,solar,1.0,0.0,True,DE0 39,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,142,DE0 39,DE,DE
711,2805.884008,292.1184293,0.0,109295.5693,onwind,1.0,0.0,True,DE0 4,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,143,DE0 4,DE,DE
712,inf,0.756,0.756,270940.7153,ror,0.9,0.0,False,DE0 4,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,143,DE0 4,DE,DE
713,1350.420475,131.6035776,0.0,55064.07142,solar,1.0,0.0,True,DE0 4,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,143,DE0 4,DE,DE
714,inf,0.0,1407.0,0.0,CCGT,0.5,0.2052,False,DE0 40,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,144,DE0 40,DE,DE
715,inf,0.0,15.1,0.0,biomass,0.468,0.0,False,DE0 40,14.95726496,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,144,DE0 40,DE,DE
716,inf,0.0,1187.0,0.0,oil,0.393,0.36,False,DE0 40,130.2264631,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,144,DE0 40,DE,DE
717,4701.202215,613.6482885,0.0,109295.5693,onwind,1.0,0.0,True,DE0 40,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,144,DE0 40,DE,DE
718,inf,87.16,87.16,270940.7153,ror,0.9,0.0,False,DE0 40,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,144,DE0 40,DE,DE
719,2925.234293,276.8273943,0.0,55064.07142,solar,1.0,0.0,True,DE0 40,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,144,DE0 40,DE,DE
720,inf,0.0,26.5,0.0,OCGT,0.39,0.2052,False,DE0 41,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,145,DE0 41,DE,DE
721,4014.561773,764.4032721,0.0,109295.5693,onwind,1.0,0.0,True,DE0 41,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,145,DE0 41,DE,DE
722,inf,0.312,0.312,270940.7153,ror,0.9,0.0,False,DE0 41,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,145,DE0 41,DE,DE
723,1995.198458,177.1515501,0.0,55064.07142,solar,1.0,0.0,True,DE0 41,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,145,DE0 41,DE,DE
724,2999.90526,571.6937103,0.0,109295.5693,onwind,1.0,0.0,True,DE0 42,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,146,DE0 42,DE,DE
725,inf,0.523,0.523,270940.7153,ror,0.9,0.0,False,DE0 42,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,146,DE0 42,DE,DE
726,2130.827502,193.0399926,0.0,55064.07142,solar,1.0,0.0,True,DE0 42,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,146,DE0 42,DE,DE
727,inf,0.0,417.0,0.0,CCGT,0.5,0.2052,False,DE0 43,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
728,inf,0.0,37.1,0.0,OCGT,0.39,0.2052,False,DE0 43,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
729,inf,0.0,37.7,0.0,biomass,0.468,0.0,False,DE0 43,14.95726496,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
730,inf,0.0,2204.36347,0.0,coal,0.464,0.3384,False,DE0 43,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
731,531.8693999,136.2861418,0.0,109295.5693,onwind,1.0,0.0,True,DE0 43,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
732,inf,0.8,0.8,270940.7153,ror,0.9,0.0,False,DE0 43,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
733,1422.997912,128.3091201,0.0,55064.07142,solar,1.0,0.0,True,DE0 43,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,147,DE0 43,DE,DE
734,2596.181507,578.9853269,0.0,109295.5693,onwind,1.0,0.0,True,DE0 44,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,148,DE0 44,DE,DE
735,inf,81.055,81.055,270940.7153,ror,0.9,0.0,False,DE0 44,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,148,DE0 44,DE,DE
736,1609.946573,142.2349882,0.0,55064.07142,solar,1.0,0.0,True,DE0 44,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,148,DE0 44,DE,DE
737,inf,0.0,76.2,0.0,OCGT,0.39,0.2052,False,DE0 45,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,149,DE0 45,DE,DE
738,inf,0.0,13.0,0.0,biomass,0.468,0.0,False,DE0 45,14.95726496,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,149,DE0 45,DE,DE
739,inf,0.0,690.0,0.0,coal,0.464,0.3384,False,DE0 45,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,149,DE0 45,DE,DE
740,7161.951517,1638.121169,0.0,109295.5693,onwind,1.0,0.0,True,DE0 45,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,149,DE0 45,DE,DE
741,inf,20.361,20.361,270940.7153,ror,0.9,0.0,False,DE0 45,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,149,DE0 45,DE,DE
742,6196.15642,564.6941037,0.0,55064.07142,solar,1.0,0.0,True,DE0 45,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,149,DE0 45,DE,DE
743,inf,0.0,22.0,0.0,OCGT,0.39,0.2052,False,DE0 46,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,150,DE0 46,DE,DE
744,inf,0.0,389.0,0.0,coal,0.464,0.3384,False,DE0 46,24.10344828,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,150,DE0 46,DE,DE
745,1022.059454,205.5282445,0.0,109295.5693,onwind,1.0,0.0,True,DE0 46,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,150,DE0 46,DE,DE
746,1043.535285,99.12139873,0.0,55064.07142,solar,1.0,0.0,True,DE0 46,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,150,DE0 46,DE,DE
747,inf,0.0,67.7,0.0,CCGT,0.5,0.2052,False,DE0 47,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,151,DE0 47,DE,DE
748,inf,0.0,95.0,0.0,OCGT,0.39,0.2052,False,DE0 47,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,151,DE0 47,DE,DE
749,inf,0.0,14.5,0.0,lignite,0.447,0.3636,False,DE0 47,13.48769575,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,151,DE0 47,DE,DE
750,inf,0.0,114.4,0.0,oil,0.393,0.36,False,DE0 47,130.2264631,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,151,DE0 47,DE,DE
751,1172.474768,249.6514283,0.0,109295.5693,onwind,1.0,0.0,True,DE0 47,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,151,DE0 47,DE,DE
752,1933.253967,175.2942029,0.0,55064.07142,solar,1.0,0.0,True,DE0 47,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,151,DE0 47,DE,DE
753,inf,0.0,67.9,0.0,OCGT,0.39,0.2052,False,DE0 48,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,152,DE0 48,DE,DE
754,280.413622,103.4744593,0.0,202002.715,offwind-ac,1.0,0.0,True,DE0 48,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,152,DE0 48,DE,DE
755,6716.117565,1821.02932,0.0,109295.5693,onwind,1.0,0.0,True,DE0 48,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,152,DE0 48,DE,DE
756,inf,0.305,0.305,270940.7153,ror,0.9,0.0,False,DE0 48,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,152,DE0 48,DE,DE
757,4596.751693,419.8719769,0.0,55064.07142,solar,1.0,0.0,True,DE0 48,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,152,DE0 48,DE,DE
758,inf,0.0,240.5,0.0,CCGT,0.5,0.2052,False,DE0 49,47.2,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,153,DE0 49,DE,DE
759,inf,0.0,17.8,0.0,OCGT,0.39,0.2052,False,DE0 49,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,153,DE0 49,DE,DE
760,inf,0.0,20.3,0.0,lignite,0.447,0.3636,False,DE0 49,13.48769575,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,153,DE0 49,DE,DE
761,2015.230603,389.1515579,0.0,109295.5693,onwind,1.0,0.0,True,DE0 49,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,153,DE0 49,DE,DE
762,inf,3.12,3.12,270940.7153,ror,0.9,0.0,False,DE0 49,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,153,DE0 49,DE,DE
763,2179.320594,197.5329948,0.0,55064.07142,solar,1.0,0.0,True,DE0 49,0.01,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,153,DE0 49,DE,DE
764,inf,0.0,25.4,0.0,OCGT,0.39,0.2052,False,DE0 5,58.38461538,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,154,DE0 5,DE,DE
765,2114.189863,273.2321474,0.0,109295.5693,onwind,1.0,0.0,True,DE0 5,0.015,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,False,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,154,DE0 5,DE,DE
