index;name;country_y;LON;LAT;geometry_y;bidding_zone_y;NUTS_NAME;NUTS_ID;BZ2;p_nom;carrier;marginal_cost;efficiency
387;NL0 8;NL;5896912;51140586;POINT (5896912 51140586);NL;Zuid-Nederland;NL4;NL;225;OCGT;5.838.461.538;0.39
387;NL0 8;NL;5896912;51140586;POINT (5896912 51140586);NL;Zuid-Nederland;NL4;NL;249;coal;2.410.344.828;0.464
387;NL0 8;NL;5896912;51140586;POINT (5896912 51140586);NL;Zuid-Nederland;NL4;NL;0;onwind;0.015;1
387;NL0 8;NL;5896912;51140586;POINT (5896912 51140586);NL;Zuid-Nederland;NL4;NL;0;solar;0.01;1
388;NL0 9;NL;6144104;5252207;POINT (6144104 5252207);NL;Oost-Nederland;NL2;NL;0;onwind;0.015;1
388;NL0 9;NL;6144104;5252207;POINT (6144104 5252207);NL;Oost-Nederland;NL2;NL;0;solar;0.01;1
389;NO3 0;NO;94121935;5921267625;POINT (94121935 5921267625);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
389;NO3 0;NO;94121935;5921267625;POINT (94121935 5921267625);NO2;Norge;NO0;NO;0;onwind;0.015;1
389;NO3 0;NO;94121935;5921267625;POINT (94121935 5921267625);NO2;Norge;NO0;NO;0;solar;0.01;1
390;NO3 1;NO;13289337;65841586;POINT (13289337 65841586);NO4;Norge;NO0;NO;0;offwind-ac;0.015;1
390;NO3 1;NO;13289337;65841586;POINT (13289337 65841586);NO4;Norge;NO0;NO;0;offwind-dc;0.015;1
390;NO3 1;NO;13289337;65841586;POINT (13289337 65841586);NO4;Norge;NO0;NO;0;onwind;0.015;1
391;NO3 10;NO;7675323667;5951247333;POINT (7675323667 5951247333);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
391;NO3 10;NO;7675323667;5951247333;POINT (7675323667 5951247333);NO2;Norge;NO0;NO;0;onwind;0.015;1
391;NO3 10;NO;7675323667;5951247333;POINT (7675323667 5951247333);NO2;Norge;NO0;NO;0;solar;0.01;1
392;NO3 11;NO;8136063;6260367;POINT (8136063 6260367);NO3;Norge;NO0;NO;215.1;OCGT;5.838.461.538;0.39
392;NO3 11;NO;8136063;6260367;POINT (8136063 6260367);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
392;NO3 11;NO;8136063;6260367;POINT (8136063 6260367);NO3;Norge;NO0;NO;0;offwind-dc;0.015;1
392;NO3 11;NO;8136063;6260367;POINT (8136063 6260367);NO3;Norge;NO0;NO;0;onwind;0.015;1
392;NO3 11;NO;8136063;6260367;POINT (8136063 6260367);NO3;Norge;NO0;NO;0;solar;0.01;1
393;NO3 12;NO;15803833;67443359;POINT (15803833 67443359);NO4;Norge;NO0;NO;0;offwind-ac;0.015;1
393;NO3 12;NO;15803833;67443359;POINT (15803833 67443359);NO4;Norge;NO0;NO;0;offwind-dc;0.015;1
393;NO3 12;NO;15803833;67443359;POINT (15803833 67443359);NO4;Norge;NO0;NO;0;onwind;0.015;1
394;NO3 13;NO;10511856;60998248;POINT (10511856 60998248);NO1;Norge;NO0;NO;0;onwind;0.015;1
394;NO3 13;NO;10511856;60998248;POINT (10511856 60998248);NO1;Norge;NO0;NO;0;solar;0.01;1
395;NO3 14;NO;60582735;613422445;POINT (60582735 613422445);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
395;NO3 14;NO;60582735;613422445;POINT (60582735 613422445);NO3;Norge;NO0;NO;0;onwind;0.015;1
395;NO3 14;NO;60582735;613422445;POINT (60582735 613422445);NO3;Norge;NO0;NO;0;solar;0.01;1
396;NO3 15;NO;6845856;62482512;POINT (6845856 62482512);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
396;NO3 15;NO;6845856;62482512;POINT (6845856 62482512);NO3;Norge;NO0;NO;0;onwind;0.015;1
396;NO3 15;NO;6845856;62482512;POINT (6845856 62482512);NO3;Norge;NO0;NO;0;solar;0.01;1
397;NO3 16;NO;112946315;592327725;POINT (112946315 592327725);NO1;Norge;NO0;NO;0;offwind-ac;0.015;1
397;NO3 16;NO;112946315;592327725;POINT (112946315 592327725);NO1;Norge;NO0;NO;0;onwind;0.015;1
397;NO3 16;NO;112946315;592327725;POINT (112946315 592327725);NO1;Norge;NO0;NO;0;solar;0.01;1
398;NO3 17;NO;8102417;582445;POINT (8102417 582445);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
398;NO3 17;NO;8102417;582445;POINT (8102417 582445);NO2;Norge;NO0;NO;0;onwind;0.015;1
398;NO3 17;NO;8102417;582445;POINT (8102417 582445);NO2;Norge;NO0;NO;0;solar;0.01;1
399;NO3 18;NO;92010495;616800625;POINT (92010495 616800625);NO3;Norge;NO0;NO;0;onwind;0.015;1
399;NO3 18;NO;92010495;616800625;POINT (92010495 616800625);NO3;Norge;NO0;NO;0;solar;0.01;1
400;NO3 19;NO;60732422;605571786;POINT (60732422 605571786);NO5;Norge;NO0;NO;0;offwind-ac;0.015;1
400;NO3 19;NO;60732422;605571786;POINT (60732422 605571786);NO5;Norge;NO0;NO;0;onwind;0.015;1
400;NO3 19;NO;60732422;605571786;POINT (60732422 605571786);NO5;Norge;NO0;NO;0;solar;0.01;1
401;NO3 2;NO;7989807;60571059;POINT (7989807 60571059);NO5;Norge;NO0;NO;0;onwind;0.015;1
401;NO3 2;NO;7989807;60571059;POINT (7989807 60571059);NO5;Norge;NO0;NO;0;solar;0.01;1
402;NO3 20;NO;11288452;60383326;POINT (11288452 60383326);NO1;Norge;NO0;NO;0;onwind;0.015;1
402;NO3 20;NO;11288452;60383326;POINT (11288452 60383326);NO1;Norge;NO0;NO;0;solar;0.01;1
403;NO3 21;NO;58818055;586701615;POINT (58818055 586701615);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
403;NO3 21;NO;58818055;586701615;POINT (58818055 586701615);NO2;Norge;NO0;NO;0;offwind-dc;0.015;1
403;NO3 21;NO;58818055;586701615;POINT (58818055 586701615);NO2;Norge;NO0;NO;0;onwind;0.015;1
403;NO3 21;NO;58818055;586701615;POINT (58818055 586701615);NO2;Norge;NO0;NO;0;solar;0.01;1
404;NO3 22;NO;8725891;6030208133;POINT (8725891 6030208133);NO5;Norge;NO0;NO;0;onwind;0.015;1
404;NO3 22;NO;8725891;6030208133;POINT (8725891 6030208133);NO5;Norge;NO0;NO;0;solar;0.01;1
405;NO3 23;NO;11522827;64070959;POINT (11522827 64070959);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
405;NO3 23;NO;11522827;64070959;POINT (11522827 64070959);NO3;Norge;NO0;NO;0;offwind-dc;0.015;1
405;NO3 23;NO;11522827;64070959;POINT (11522827 64070959);NO3;Norge;NO0;NO;0;onwind;0.015;1
405;NO3 23;NO;11522827;64070959;POINT (11522827 64070959);NO3;Norge;NO0;NO;0;solar;0.01;1
406;NO3 24;NO;52149352;60526491;POINT (52149352 60526491);NO5;Norge;NO0;NO;328;OCGT;5.838.461.538;0.39
406;NO3 24;NO;52149352;60526491;POINT (52149352 60526491);NO5;Norge;NO0;NO;0;offwind-ac;0.015;1
406;NO3 24;NO;52149352;60526491;POINT (52149352 60526491);NO5;Norge;NO0;NO;0;onwind;0.015;1
406;NO3 24;NO;52149352;60526491;POINT (52149352 60526491);NO5;Norge;NO0;NO;0;solar;0.01;1
407;NO3 25;NO;130435185;648619435;POINT (130435185 648619435);NO4;Norge;NO0;NO;0;offwind-ac;0.015;1
407;NO3 25;NO;130435185;648619435;POINT (130435185 648619435);NO4;Norge;NO0;NO;0;onwind;0.015;1
407;NO3 25;NO;130435185;648619435;POINT (130435185 648619435);NO4;Norge;NO0;NO;0;solar;0.01;1
408;NO3 26;NO;105770875;59421564;POINT (105770875 59421564);NO1;Norge;NO0;NO;0;offwind-ac;0.015;1
408;NO3 26;NO;105770875;59421564;POINT (105770875 59421564);NO1;Norge;NO0;NO;0;onwind;0.015;1
408;NO3 26;NO;105770875;59421564;POINT (105770875 59421564);NO1;Norge;NO0;NO;0;solar;0.01;1
409;NO3 27;NO;8782196;58576129;POINT (8782196 58576129);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
409;NO3 27;NO;8782196;58576129;POINT (8782196 58576129);NO2;Norge;NO0;NO;0;onwind;0.015;1
409;NO3 27;NO;8782196;58576129;POINT (8782196 58576129);NO2;Norge;NO0;NO;0;solar;0.01;1
410;NO3 28;NO;9922028;59722485;POINT (9922028 59722485);NO1;Norge;NO0;NO;0;onwind;0.015;1
410;NO3 28;NO;9922028;59722485;POINT (9922028 59722485);NO1;Norge;NO0;NO;0;solar;0.01;1
411;NO3 29;NO;6908855625;5894314325;POINT (6908855625 5894314325);NO2;Norge;NO0;NO;;;;
412;NO3 3;NO;59896085;598968485;POINT (59896085 598968485);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
412;NO3 3;NO;59896085;598968485;POINT (59896085 598968485);NO2;Norge;NO0;NO;0;onwind;0.015;1
412;NO3 3;NO;59896085;598968485;POINT (59896085 598968485);NO2;Norge;NO0;NO;0;solar;0.01;1
413;NO3 30;NO;5417633;594635015;POINT (5417633 594635015);NO2;Norge;NO0;NO;450;CCGT;47.2;0.5
413;NO3 30;NO;5417633;594635015;POINT (5417633 594635015);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
413;NO3 30;NO;5417633;594635015;POINT (5417633 594635015);NO2;Norge;NO0;NO;0;offwind-dc;0.015;1
413;NO3 30;NO;5417633;594635015;POINT (5417633 594635015);NO2;Norge;NO0;NO;0;onwind;0.015;1
413;NO3 30;NO;5417633;594635015;POINT (5417633 594635015);NO2;Norge;NO0;NO;0;solar;0.01;1
414;NO3 31;NO;101534275;602608755;POINT (101534275 602608755);NO1;Norge;NO0;NO;0;onwind;0.015;1
414;NO3 31;NO;101534275;602608755;POINT (101534275 602608755);NO1;Norge;NO0;NO;0;solar;0.01;1
415;NO3 32;NO;6200409;62198186;POINT (6200409 62198186);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
415;NO3 32;NO;6200409;62198186;POINT (6200409 62198186);NO3;Norge;NO0;NO;0;onwind;0.015;1
415;NO3 32;NO;6200409;62198186;POINT (6200409 62198186);NO3;Norge;NO0;NO;0;solar;0.01;1
416;NO3 33;NO;11160736;60817468;POINT (11160736 60817468);NO1;Norge;NO0;NO;0;onwind;0.015;1
416;NO3 33;NO;11160736;60817468;POINT (11160736 60817468);NO1;Norge;NO0;NO;0;solar;0.01;1
417;NO3 34;NO;10287323;59887559;POINT (10287323 59887559);NO1;Norge;NO0;NO;0;offwind-ac;0.015;1
417;NO3 34;NO;10287323;59887559;POINT (10287323 59887559);NO1;Norge;NO0;NO;0;onwind;0.015;1
417;NO3 34;NO;10287323;59887559;POINT (10287323 59887559);NO1;Norge;NO0;NO;0;solar;0.01;1
418;NO3 35;NO;11017914;6345726;POINT (11017914 6345726);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
418;NO3 35;NO;11017914;6345726;POINT (11017914 6345726);NO3;Norge;NO0;NO;0;onwind;0.015;1
418;NO3 35;NO;11017914;6345726;POINT (11017914 6345726);NO3;Norge;NO0;NO;0;solar;0.01;1
419;NO3 36;NO;6743251286;5959318871;POINT (6743251286 5959318871);NO2;Norge;NO0;NO;;;;
420;NO3 37;NO;1036834725;6364002975;POINT (1036834725 6364002975);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
420;NO3 37;NO;1036834725;6364002975;POINT (1036834725 6364002975);NO3;Norge;NO0;NO;0;onwind;0.015;1
420;NO3 37;NO;1036834725;6364002975;POINT (1036834725 6364002975);NO3;Norge;NO0;NO;0;solar;0.01;1
421;NO3 38;NO;7032935716;6081985195;POINT (7032935716 6081985195);NO5;Norge;NO0;NO;;;;
422;NO3 39;NO;1391922;6637802067;POINT (1391922 6637802067);NO4;Norge;NO0;NO;;;;
423;NO3 4;NO;17288361;68158786;POINT (17288361 68158786);NO4;Norge;NO0;NO;230;OCGT;5.838.461.538;0.39
423;NO3 4;NO;17288361;68158786;POINT (17288361 68158786);NO4;Norge;NO0;NO;0;offwind-ac;0.015;1
423;NO3 4;NO;17288361;68158786;POINT (17288361 68158786);NO4;Norge;NO0;NO;0;offwind-dc;0.015;1
423;NO3 4;NO;17288361;68158786;POINT (17288361 68158786);NO4;Norge;NO0;NO;0;onwind;0.015;1
424;NO3 5;NO;9596557667;6325745133;POINT (9596557667 6325745133);NO3;Norge;NO0;NO;0;offwind-ac;0.015;1
424;NO3 5;NO;9596557667;6325745133;POINT (9596557667 6325745133);NO3;Norge;NO0;NO;0;offwind-dc;0.015;1
424;NO3 5;NO;9596557667;6325745133;POINT (9596557667 6325745133);NO3;Norge;NO0;NO;0;onwind;0.015;1
424;NO3 5;NO;9596557667;6325745133;POINT (9596557667 6325745133);NO3;Norge;NO0;NO;0;solar;0.01;1
425;NO3 6;NO;108304595;598404665;POINT (108304595 598404665);NO1;Norge;NO0;NO;0;offwind-ac;0.015;1
425;NO3 6;NO;108304595;598404665;POINT (108304595 598404665);NO1;Norge;NO0;NO;0;onwind;0.015;1
425;NO3 6;NO;108304595;598404665;POINT (108304595 598404665);NO1;Norge;NO0;NO;0;solar;0.01;1
426;NO3 7;NO;67771915;5832749;POINT (67771915 5832749);NO2;Norge;NO0;NO;0;offwind-ac;0.015;1
426;NO3 7;NO;67771915;5832749;POINT (67771915 5832749);NO2;Norge;NO0;NO;0;offwind-dc;0.015;1
426;NO3 7;NO;67771915;5832749;POINT (67771915 5832749);NO2;Norge;NO0;NO;0;onwind;0.015;1
426;NO3 7;NO;67771915;5832749;POINT (67771915 5832749);NO2;Norge;NO0;NO;0;solar;0.01;1
427;NO3 8;NO;7377319;610960515;POINT (7377319 610960515);NO5;Norge;NO0;NO;0;offwind-ac;0.015;1
427;NO3 8;NO;7377319;610960515;POINT (7377319 610960515);NO5;Norge;NO0;NO;0;onwind;0.015;1
427;NO3 8;NO;7377319;610960515;POINT (7377319 610960515);NO5;Norge;NO0;NO;0;solar;0.01;1
428;NO3 9;NO;11726532;63035662;POINT (11726532 63035662);NO3;Norge;NO0;NO;0;onwind;0.015;1
428;NO3 9;NO;11726532;63035662;POINT (11726532 63035662);NO3;Norge;NO0;NO;0;solar;0.01;1
429;PL0 0;PL;202701153;5225793229;POINT (202701153 5225793229);PL;Makroregion województwo mazowieckie;PL9;PL;0;onwind;0.015;1
429;PL0 0;PL;202701153;5225793229;POINT (202701153 5225793229);PL;Makroregion województwo mazowieckie;PL9;PL;0;solar;0.01;1
430;PL0 1;PL;1665993058;5403351867;POINT (1665993058 5403351867);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
430;PL0 1;PL;1665993058;5403351867;POINT (1665993058 5403351867);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
431;PL0 10;PL;22472534;53938305;POINT (22472534 53938305);PL;Makroregion północny;PL6;PL;0;onwind;0.015;1
431;PL0 10;PL;22472534;53938305;POINT (22472534 53938305);PL;Makroregion północny;PL6;PL;0;solar;0.01;1
432;PL0 11;PL;1530986309;5192865582;POINT (1530986309 5192865582);PL;Makroregion północno-zachodni;PL4;PL;188;CCGT;47.2;0.5
432;PL0 11;PL;1530986309;5192865582;POINT (1530986309 5192865582);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
432;PL0 11;PL;1530986309;5192865582;POINT (1530986309 5192865582);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
433;PL0 12;PL;1948997483;515212455;POINT (1948997483 515212455);PL;Makroregion centralny;PL7;PL;857;coal;2.410.344.828;0.464
433;PL0 12;PL;1948997483;515212455;POINT (1948997483 515212455);PL;Makroregion centralny;PL7;PL;5472;lignite;1.348.769.575;0.447
433;PL0 12;PL;1948997483;515212455;POINT (1948997483 515212455);PL;Makroregion centralny;PL7;PL;0;onwind;0.015;1
433;PL0 12;PL;1948997483;515212455;POINT (1948997483 515212455);PL;Makroregion centralny;PL7;PL;0;solar;0.01;1
434;PL0 13;PL;1927543585;4997221446;POINT (1927543585 4997221446);PL;Makroregion południowy;PL2;PL;0;onwind;0.015;1
434;PL0 13;PL;1927543585;4997221446;POINT (1927543585 4997221446);PL;Makroregion południowy;PL2;PL;0;solar;0.01;1
435;PL0 14;PL;21905365;49636509;POINT (21905365 49636509);PL;Makroregion wschodni;PL8;PL;0;onwind;0.015;1
435;PL0 14;PL;21905365;49636509;POINT (21905365 49636509);PL;Makroregion wschodni;PL8;PL;0;solar;0.01;1
436;PL0 15;PL;1704437267;5105969933;POINT (1704437267 5105969933);PL;Makroregion południowo-zachodni;PL5;PL;366.4;coal;2.410.344.828;0.464
436;PL0 15;PL;1704437267;5105969933;POINT (1704437267 5105969933);PL;Makroregion południowo-zachodni;PL5;PL;0;onwind;0.015;1
436;PL0 15;PL;1704437267;5105969933;POINT (1704437267 5105969933);PL;Makroregion południowo-zachodni;PL5;PL;6.625.521.786;ror;0;0.9
436;PL0 15;PL;1704437267;5105969933;POINT (1704437267 5105969933);PL;Makroregion południowo-zachodni;PL5;PL;0;solar;0.01;1
437;PL0 16;PL;20480347;5382443467;POINT (20480347 5382443467);PL;Makroregion północny;PL6;PL;0;onwind;0.015;1
437;PL0 16;PL;20480347;5382443467;POINT (20480347 5382443467);PL;Makroregion północny;PL6;PL;0;solar;0.01;1
438;PL0 17;PL;2123474133;52258332;POINT (2123474133 52258332);PL;Makroregion województwo mazowieckie;PL9;PL;0;onwind;0.015;1
438;PL0 17;PL;2123474133;52258332;POINT (2123474133 52258332);PL;Makroregion województwo mazowieckie;PL9;PL;0;solar;0.01;1
439;PL0 18;PL;1698277568;5229786788;POINT (1698277568 5229786788);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
439;PL0 18;PL;1698277568;5229786788;POINT (1698277568 5229786788);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
440;PL0 19;PL;2093170167;4993938467;POINT (2093170167 4993938467);PL;Makroregion południowy;PL2;PL;107;coal;2.410.344.828;0.464
440;PL0 19;PL;2093170167;4993938467;POINT (2093170167 4993938467);PL;Makroregion południowy;PL2;PL;0;onwind;0.015;1
440;PL0 19;PL;2093170167;4993938467;POINT (2093170167 4993938467);PL;Makroregion południowy;PL2;PL;5.408.589.213;ror;0;0.9
440;PL0 19;PL;2093170167;4993938467;POINT (2093170167 4993938467);PL;Makroregion południowy;PL2;PL;0;solar;0.01;1
441;PL0 2;PL;2004530869;4999353092;POINT (2004530869 4999353092);PL;Makroregion południowy;PL2;PL;776;coal;2.410.344.828;0.464
441;PL0 2;PL;2004530869;4999353092;POINT (2004530869 4999353092);PL;Makroregion południowy;PL2;PL;0;onwind;0.015;1
441;PL0 2;PL;2004530869;4999353092;POINT (2004530869 4999353092);PL;Makroregion południowy;PL2;PL;0;solar;0.01;1
442;PL0 20;PL;1456192017;5346236683;POINT (1456192017 5346236683);PL;Makroregion północno-zachodni;PL4;PL;1679.6;coal;2.410.344.828;0.464
442;PL0 20;PL;1456192017;5346236683;POINT (1456192017 5346236683);PL;Makroregion północno-zachodni;PL4;PL;0;offwind-ac;0.015;1
442;PL0 20;PL;1456192017;5346236683;POINT (1456192017 5346236683);PL;Makroregion północno-zachodni;PL4;PL;0;offwind-dc;0.015;1
442;PL0 20;PL;1456192017;5346236683;POINT (1456192017 5346236683);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
442;PL0 20;PL;1456192017;5346236683;POINT (1456192017 5346236683);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
443;PL0 21;PL;218559265;530577235;POINT (218559265 530577235);PL;Makroregion województwo mazowieckie;PL9;PL;902;coal;2.410.344.828;0.464
443;PL0 21;PL;218559265;530577235;POINT (218559265 530577235);PL;Makroregion województwo mazowieckie;PL9;PL;0;onwind;0.015;1
443;PL0 21;PL;218559265;530577235;POINT (218559265 530577235);PL;Makroregion województwo mazowieckie;PL9;PL;0;solar;0.01;1
444;PL0 22;PL;222789;5209132;POINT (222789 5209132);PL;Makroregion województwo mazowieckie;PL9;PL;51;OCGT;5.838.461.538;0.39
444;PL0 22;PL;222789;5209132;POINT (222789 5209132);PL;Makroregion województwo mazowieckie;PL9;PL;600;lignite;1.348.769.575;0.447
444;PL0 22;PL;222789;5209132;POINT (222789 5209132);PL;Makroregion województwo mazowieckie;PL9;PL;0;onwind;0.015;1
444;PL0 22;PL;222789;5209132;POINT (222789 5209132);PL;Makroregion województwo mazowieckie;PL9;PL;0;solar;0.01;1
445;PL0 23;PL;179159545;531611625;POINT (179159545 531611625);PL;Makroregion północny;PL6;PL;615;coal;2.410.344.828;0.464
445;PL0 23;PL;179159545;531611625;POINT (179159545 531611625);PL;Makroregion północny;PL6;PL;0;onwind;0.015;1
445;PL0 23;PL;179159545;531611625;POINT (179159545 531611625);PL;Makroregion północny;PL6;PL;0;solar;0.01;1
446;PL0 24;PL;18257904;52201371;POINT (18257904 52201371);PL;Makroregion północno-zachodni;PL4;PL;289;coal;2.410.344.828;0.464
446;PL0 24;PL;18257904;52201371;POINT (18257904 52201371);PL;Makroregion północno-zachodni;PL4;PL;1846;lignite;1.348.769.575;0.447
446;PL0 24;PL;18257904;52201371;POINT (18257904 52201371);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
446;PL0 24;PL;18257904;52201371;POINT (18257904 52201371);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
447;PL0 25;PL;23049316;53054422;POINT (23049316 53054422);PL;Makroregion wschodni;PL8;PL;156.6;coal;2.410.344.828;0.464
447;PL0 25;PL;23049316;53054422;POINT (23049316 53054422);PL;Makroregion wschodni;PL8;PL;0;onwind;0.015;1
447;PL0 25;PL;23049316;53054422;POINT (23049316 53054422);PL;Makroregion wschodni;PL8;PL;0;solar;0.01;1
448;PL0 26;PL;20464325;50798978;POINT (20464325 50798978);PL;Makroregion centralny;PL7;PL;10;biomass;1.495.726.496;0.468
448;PL0 26;PL;20464325;50798978;POINT (20464325 50798978);PL;Makroregion centralny;PL7;PL;0;onwind;0.015;1
448;PL0 26;PL;20464325;50798978;POINT (20464325 50798978);PL;Makroregion centralny;PL7;PL;0;solar;0.01;1
449;PL0 27;PL;1881866433;51052458;POINT (1881866433 51052458);PL;Makroregion południowy;PL2;PL;0;onwind;0.015;1
449;PL0 27;PL;1881866433;51052458;POINT (1881866433 51052458);PL;Makroregion południowy;PL2;PL;0;solar;0.01;1
450;PL0 28;PL;1628311157;5105651514;POINT (1628311157 5105651514);PL;Makroregion południowo-zachodni;PL5;PL;0;onwind;0.015;1
450;PL0 28;PL;1628311157;5105651514;POINT (1628311157 5105651514);PL;Makroregion południowo-zachodni;PL5;PL;0;solar;0.01;1
451;PL0 29;PL;1964904487;5252222716;POINT (1964904487 5252222716);PL;Makroregion województwo mazowieckie;PL9;PL;345;oil;1.302.264.631;0.393
451;PL0 29;PL;1964904487;5252222716;POINT (1964904487 5252222716);PL;Makroregion województwo mazowieckie;PL9;PL;0;onwind;0.015;1
451;PL0 29;PL;1964904487;5252222716;POINT (1964904487 5252222716);PL;Makroregion województwo mazowieckie;PL9;PL;0;solar;0.01;1
452;PL0 3;PL;16473999;51827291;POINT (16473999 51827291);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
452;PL0 3;PL;16473999;51827291;POINT (16473999 51827291);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
453;PL0 30;PL;2145492567;5059649267;POINT (2145492567 5059649267);PL;Makroregion centralny;PL7;PL;101;OCGT;5.838.461.538;0.39
453;PL0 30;PL;2145492567;5059649267;POINT (2145492567 5059649267);PL;Makroregion centralny;PL7;PL;225;biomass;1.495.726.496;0.468
453;PL0 30;PL;2145492567;5059649267;POINT (2145492567 5059649267);PL;Makroregion centralny;PL7;PL;1690;coal;2.410.344.828;0.464
453;PL0 30;PL;2145492567;5059649267;POINT (2145492567 5059649267);PL;Makroregion centralny;PL7;PL;0;onwind;0.015;1
453;PL0 30;PL;2145492567;5059649267;POINT (2145492567 5059649267);PL;Makroregion centralny;PL7;PL;0;solar;0.01;1
454;PL0 31;PL;1846918982;5419966487;POINT (1846918982 5419966487);PL;Makroregion północny;PL6;PL;364.5;coal;2.410.344.828;0.464
454;PL0 31;PL;1846918982;5419966487;POINT (1846918982 5419966487);PL;Makroregion północny;PL6;PL;0;offwind-ac;0.015;1
454;PL0 31;PL;1846918982;5419966487;POINT (1846918982 5419966487);PL;Makroregion północny;PL6;PL;0;onwind;0.015;1
454;PL0 31;PL;1846918982;5419966487;POINT (1846918982 5419966487);PL;Makroregion północny;PL6;PL;0;solar;0.01;1
455;PL0 32;PL;1786961713;5080961655;POINT (1786961713 5080961655);PL;Makroregion południowo-zachodni;PL5;PL;1532;coal;2.410.344.828;0.464
455;PL0 32;PL;1786961713;5080961655;POINT (1786961713 5080961655);PL;Makroregion południowo-zachodni;PL5;PL;0;onwind;0.015;1
455;PL0 32;PL;1786961713;5080961655;POINT (1786961713 5080961655);PL;Makroregion południowo-zachodni;PL5;PL;0;solar;0.01;1
456;PL0 33;PL;233006285;509249225;POINT (233006285 509249225);PL;Makroregion wschodni;PL8;PL;0;onwind;0.015;1
456;PL0 33;PL;233006285;509249225;POINT (233006285 509249225);PL;Makroregion wschodni;PL8;PL;0;solar;0.01;1
457;PL0 34;PL;18657532;532601555;POINT (18657532 532601555);PL;Makroregion północny;PL6;PL;112;coal;2.410.344.828;0.464
457;PL0 34;PL;18657532;532601555;POINT (18657532 532601555);PL;Makroregion północny;PL6;PL;0;onwind;0.015;1
457;PL0 34;PL;18657532;532601555;POINT (18657532 532601555);PL;Makroregion północny;PL6;PL;2.366.257.781;ror;0;0.9
457;PL0 34;PL;18657532;532601555;POINT (18657532 532601555);PL;Makroregion północny;PL6;PL;0;solar;0.01;1
458;PL0 35;PL;1929485993;5050119131;POINT (1929485993 5050119131);PL;Makroregion południowy;PL2;PL;2842;coal;2.410.344.828;0.464
458;PL0 35;PL;1929485993;5050119131;POINT (1929485993 5050119131);PL;Makroregion południowy;PL2;PL;0;onwind;0.015;1
458;PL0 35;PL;1929485993;5050119131;POINT (1929485993 5050119131);PL;Makroregion południowy;PL2;PL;0;solar;0.01;1
459;PL0 36;PL;17767639;51623132;POINT (17767639 51623132);PL;Makroregion północno-zachodni;PL4;PL;8;coal;2.410.344.828;0.464
459;PL0 36;PL;17767639;51623132;POINT (17767639 51623132);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
459;PL0 36;PL;17767639;51623132;POINT (17767639 51623132);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
460;PL0 37;PL;21034698;51317739;POINT (21034698 51317739);PL;Makroregion województwo mazowieckie;PL9;PL;36;coal;2.410.344.828;0.464
460;PL0 37;PL;21034698;51317739;POINT (21034698 51317739);PL;Makroregion województwo mazowieckie;PL9;PL;0;onwind;0.015;1
460;PL0 37;PL;21034698;51317739;POINT (21034698 51317739);PL;Makroregion województwo mazowieckie;PL9;PL;0;solar;0.01;1
461;PL0 38;PL;153499605;509500565;POINT (153499605 509500565);PL;Makroregion południowo-zachodni;PL5;PL;155;coal;2.410.344.828;0.464
461;PL0 38;PL;153499605;509500565;POINT (153499605 509500565);PL;Makroregion południowo-zachodni;PL5;PL;1488;lignite;1.348.769.575;0.447
461;PL0 38;PL;153499605;509500565;POINT (153499605 509500565);PL;Makroregion południowo-zachodni;PL5;PL;0;onwind;0.015;1
461;PL0 38;PL;153499605;509500565;POINT (153499605 509500565);PL;Makroregion południowo-zachodni;PL5;PL;0;solar;0.01;1
462;PL0 39;PL;16858521;5316571;POINT (16858521 5316571);PL;Makroregion północno-zachodni;PL4;PL;0;onwind;0.015;1
462;PL0 39;PL;16858521;5316571;POINT (16858521 5316571);PL;Makroregion północno-zachodni;PL4;PL;0;solar;0.01;1
